oligos_id,total_per_sample
451B..pool241,40294
451E..pool241,7904
451F..pool241,33000
451G..pool484,20196
452A..pool260,27232
452B..pool260,51634
452C..pool260,52608
452D..pool260,26340
453A..pool241,43994
453B..pool546,79140
453C..pool546,9158
453D..pool546,108382
453E..pool546,60472
453F..pool546,63816
453G..pool546,48436
453H..pool546,71104
453I..pool546,86926
453J..pool546,100104
453K..pool241,28134
454A..pool260,44864
454B..pool260,18328
455A..pool267,59742
457B..pool260,46874
457C..pool260,38974
458A..pool503,68608
460A..pool241,26174
460B..pool553,670082
460C..pool546,90158
460D..pool241,43704
460E..pool241,12732
461A..pool260,38998
461B..pool260,50486
461C..pool260,35002
461D..pool260,81770
461E..pool260,28272
461F..pool260,46810
462A..pool260,37270
462C..pool260,25542
463A..pool260,62734
463B..pool260,67074
464A..pool267,29774
464D..pool267,20686
464E..pool267,37750
464F..pool267,54336
466A..pool260,43734
466C..pool260,46068
467A..pool220,42652
467B..pool546,78556
467C..pool546,70014
467D..pool220,76310
467E..pool220,30558
468B..pool260,28504
468C..pool260,44728
468D..pool260,57746
470A..pool218.krista.gn.bmt,18906
470B..pool218.krista.gn.bmt,20194
470C..pool218.krista.gn.bmt,32932
470D..pool218.krista.gn.bmt,30256
470E..pool218.krista.gn.bmt,4734
471A..pool503,22544
472A..pool220,80772
472B..pool546,106170
472C..pool546,48578
472D..pool241,28812
472E..pool241,40430
472G..pool241,36670
472H..pool546,138696
474A..pool260,80988
474B..pool260,61052
474C..pool260,33522
475C..pool261,7816
476A..pool261,43096
476B..pool261,22896
476C..pool261,41804
476D..pool261,40098
477A..pool261,60830
477B..pool261,14300
477C..pool261,31680
477D..pool261,87684
478B..pool503,68828
478C..pool503,80786
479A..pool261,16280
479B..pool261,33582
479D..pool261,25106
479E..pool261,28800
480A..pool261,54822
480B..pool261,5224
481A..pool472,84224
481B..pool472,21828
481C..pool472,23954
482A..pool261,43650
482C..pool261,37322
483A..pool264,6446
483E..pool264,19916
484A..pool261,13922
484B..pool261,40674
484C..pool261,4058
484D..pool261,41696
486A..pool261,34780
486C..pool261,34186
488A..pool218.krista.gn.bmt,32496
488B..pool218.krista.gn.bmt,32608
488C..pool218.krista.gn.bmt,21438
488D..pool218.krista.gn.bmt,13656
488E..pool218.krista.gn.bmt,21996
488F..pool218.krista.gn.bmt,7244
489B..pool261,4154
489E..pool261,29534
490A..pool503,39822
492A..pool503,45758
492B..pool503,72270
492C..pool503,51338
492D..pool503,17218
492E..pool503,96936
493A..pool503,76606
494A..pool261,72166
494C..pool261,14938
494D..pool261,38574
496A..pool503,85704
496B..pool503,12794
497A..pool218.krista.gn.bmt,71242
498B..pool484,28984
498C..pool484,25590
498D..pool484,10122
502A..pool261,36014
503A..pool233.june.bmt1.1,65774
503B..pool233.june.bmt1.1,33916
503C..pool233.june.bmt1.1,50056
503D..pool233.june.bmt1.1,30530
503F..pool233.june.bmt1.1,30706
503G..pool233.june.bmt1.1,29376
503H..pool261,33528
505A..pool261,56576
505B..pool261,6702
505C..pool261,40330
506A..pool503,76918
506B..pool503,33180
506C..pool503,24696
507A..pool503,11838
507B..pool503,88274
508A..pool261,34806
508B..pool261,40060
509A..pool503,60368
509B..pool484,60420
510B..pool261,33834
510C..pool261,20116
511A..pool265,4008
511B..pool265,11228
511D..pool265,32270
512A..pool261,44882
512C..pool261,43774
513A..pool503,72408
514B..pool261,34774
514C..pool261,3614
514D..pool261,7366
515A..pool503,28314
515B..pool503,26648
515C..pool503,70526
516B..pool472,18542
516C..pool472,33572
517A..pool261,30720
517B..pool261,11104
517C..pool261,40032
519A..pool503,94458
519B..pool503,21172
520A..pool218.krista.gn.bmt,10894
520B..pool218.krista.gn.bmt,6994
520C..pool218.krista.gn.bmt,30268
521A..pool262,41464
521B..pool262,6156
521D..pool262,16672
521E..pool262,30822
521F..pool262,11606
522A..pool262,17920
522B..pool262,7470
522C..pool262,13752
523B..pool219,3264
523D..pool219,27046
523E..pool219,17034
523F..pool219,41684
524A..pool262,78676
525A..pool262,16180
525C..pool262,5472
526A..pool503,65802
526B..pool503,30638
527A..pool503,61022
527B..pool503,86676
528A..pool262,29596
528B..pool262,18090
528C..pool262,21510
528D..pool262,55388
528E..pool262,27368
528F..pool262,7142
530A..pool262,31120
530B..pool262,74648
530C..pool262,10352
530D..pool262,34814
530E..pool262,10840
530F..pool262,21184
530G..pool263,8302
530H..pool263,30526
530I..pool263,26708
530J..pool263,66036
530K..pool263,6470
530L..pool263,21638
531A..pool263,40672
531B..pool263,44706
531C..pool263,3080
531E..pool263,19782
531G..pool263,15884
531H..pool263,33718
532A..pool264,25150
532B..pool264,4760
532C..pool264,29642
533A..pool233.june.bmt1.1,59916
533B..pool233.june.bmt1.1,36932
533C..pool233.june.bmt1.1,89848
533D..pool233.june.bmt1.1,20924
534A..pool233.june.bmt1.1,63288
534B..pool233.june.bmt1.1,41284
534C..pool233.june.bmt1.1,27686
534D..pool233.june.bmt1.1,48110
534E..pool233.june.bmt1.1,43350
534F..pool233.june.bmt1.1,39786
534G..pool233.june.bmt1.1,58854
534H..pool233.june.bmt1.1,48488
535A..pool472,37114
535B..pool472,31844
537A..pool266,48222
537B..pool266,25708
537C..pool266,32396
537D..pool266,69322
537E..pool266,43994
537F..pool266,69062
537G..pool266,28118
537H..pool266,34944
537I..pool266,32936
537J..pool266,50534
537K..pool484,44574
537L..pool484,17754
537M..pool484,44692
538A..pool503,17200
538B..pool503,54080
538C..pool484,30144
539A..pool267,9528
539B..pool267,22310
539D..pool267,39652
540B..pool503,71580
540C..pool484,33472
541B..pool264,3990
541C..pool264,19320
541D..pool264,25850
541E..pool264,35398
542A..pool472,27622
542B..pool472,32444
542C..pool472,31260
543A..pool264,30368
543B..pool264,12748
544A..pool263,27332
544B..pool263,33412
544C..pool263,5614
544D..pool263,7430
544E..pool503,12514
544F..pool263,45276
544G..pool263,4286
544H..pool263,37806
544I..pool263,32802
545A..pool265,29304
545B..pool265,20502
545C..pool265,18686
545D..pool265,3928
545E..pool265,6454
545F..pool265,14226
545G..pool265,3610
546A..pool233.june.bmt1.1,44552
546B..pool233.june.bmt1.1,40068
546C..pool233.june.bmt1.1,19098
546D..pool233.june.bmt1.1,68154
546E..pool233.june.bmt1.1,74476
546F..pool264,10722
546G..pool233.june.bmt1.1,81970
546H..pool264,33210
547B..pool267,27918
547D..pool267,26894
548A..pool484,68688
548B..pool503,71440
548C..pool484,13900
548D..pool484,49740
548E..pool484,22170
549A..pool426,121458
549B..pool426,50494
549C..pool426,109852
550A..pool484,40738
551A..pool484,19292
551B..pool484,52846
552A..pool266,75924
552B..pool266,67938
554A..pool485,26514
554B..pool485,18232
555A..pool266,52442
555B..pool266,53680
555D..pool266,37872
555E..pool266,25336
555F..pool266,69470
556B..pool233.june.bmt1.1,59232
556C..pool233.june.bmt1.1,44182
556E..pool233.june.bmt1.1,42600
556F..pool233.june.bmt1.1,62848
556G..pool485,43612
557A..pool265,28218
557B..pool265,21426
557C..pool265,11818
557D..pool265,1280
558A..pool264,19576
558B..pool264,42136
558C..pool264,41398
558D..pool264,52916
559A..pool485,8432
559B..pool485,15924
560A..pool485,11830
561A..pool485,52738
562A..pool426,106316
562B..pool426,66696
562C..pool426,66754
563A..pool460,65170
563B..pool460,81780
563C..pool460,18036
563D..pool460,73068
563E..pool460,73110
564A..pool485,23398
564B..pool485,13102
566A..pool461,45360
566B..pool461,63742
566C..pool461,70608
566D..pool461,33510
569A..pool456,137998
569B..pool456,135432
569C..pool456,27010
569D..pool456,63326
570A..pool460,28264
570B..pool460,104200
570C..pool460,133688
571A..pool460,104900
571B..pool460,68276
571C..pool460,54938
571D..pool460,74730
571E..pool460,34818
571F..pool460,100714
571G..pool460,72908
572A..pool266,35770
572B..pool266,30784
572C..pool266,41928
572D..pool266,19674
572E..pool485,6950
573A..pool265,12454
573B..pool265,27778
573C..pool265,22162
573D..pool265,13464
573E..pool265,32380
573F..pool265,3936
573G..pool265,4544
573H..pool265,7180
573I..pool265,15136
573J..pool265,2042
573K..pool265,23048
574A..pool426,90662
574B..pool426,42496
574C..pool426,82294
575A..pool263,4536
575B..pool263,11636
575C..pool263,19192
575D..pool263,21748
575E..pool263,6032
576A..pool458.BMT,68968
576B..pool458.BMT,63484
576C..pool458.BMT,47250
576D..pool458.BMT,48248
576E..pool458.BMT,71114
578A..pool485,16944
578B..pool485,32268
579A..pool266,50056
579B..pool266,45180
580A..pool267,27132
580B..pool267,37578
584A..pool461,123708
584B..pool461,60194
584C..pool461,45992
585A..pool485,11034
585B..pool485,15274
586A..pool485,20208
586B..pool485,29736
587A..pool459,123398
587B..pool459,81798
587C..pool266,45214
587D..pool459,115174
587E..pool266,52958
587G..pool459,105072
587H..pool459,118476
587I..pool459,88246
588A..pool265,19368
588C..pool265,1024
588D..pool265,5526
588E..pool265,12740
588F..pool265,20406
589A..pool426,47524
589B..pool426,95300
589C..pool426,111518
590A..pool265,2736
590B..pool265,14454
590C..pool265,2212
590D..pool265,13230
591A..pool425,86436
591B..pool425,81974
591C..pool425,84114
591D..pool425,40314
591E..pool425,123236
591F..pool485,72042
592A..pool425,142190
592B..pool425,71426
592C..pool425,35150
593A..pool264,10680
593B..pool264,17820
593C..pool264,26130
593E..pool264,13216
593F..pool264,26120
594A..pool485,8556
594B..pool485,56336
595B..pool266,61616
595C..pool266,51292
595D..pool266,19042
596A..pool461,51196
596C..pool461,50060
597A..pool265,2696
597C..pool265,7720
598A..pool264,23628
598B..pool264,33440
598D..pool264,22716
598E..pool264,15576
599A..pool426,76024
599B..pool426,68324
599C..pool426,112192
601A..pool426,23376
601C..pool426,83036
603A..pool426,13370
603B..pool426,55196
603C..pool426,95166
604A..pool485,28634
604B..pool485,15262
605A..pool267,66364
605B..pool267,4456
605C..pool267,43842
605D..pool267,21392
606A..pool265,14988
606B..pool265,9704
606C..pool265,15610
606D..pool456,105468
607A..pool459,98202
607B..pool459,104662
607C..pool459,65600
607D..pool459,36624
608A..pool459,38630
608B..pool459,83840
610A..pool242,92726
610B..pool242,14554
610C..pool242,68572
610D..pool242,31902
610E..pool242,79630
610F..pool242,37146
610G..pool242,7028
610H..pool242,38228
610I..pool242,40388
610J..pool242,58892
612A..pool266,63522
612B..pool266,19822
612C..pool266,43928
612D..pool266,29440
613A..pool460,153092
613B..pool460,181438
613C..pool460,94704
613D..pool460,155486
613E..pool460,100536
613F..pool460,134288
613G..pool242,57314
613H..pool460,71000
613I..pool460,110170
613J..pool242,76948
613K..pool242,101168
613L..pool242,24306
613S..pool242,27222
613T..pool242,40868
614B..pool423,32114
614C..pool423,127158
614D..pool423,126330
615A..pool242,33982
615B..pool242,33710
615C..pool242,70652
615D..pool242,45092
615E..pool242,23454
615F..pool242,47672
615G..pool242,16482
615H..pool242,62644
615I..pool242,54068
615J..pool242,73486
615K..pool242,16442
615L..pool242,20962
616A..pool242,9292
616B..pool242,64898
616C..pool242,127054
616D..pool242,42876
616E..pool242,68756
616F..pool242,36062
616G..pool242,96118
616H..pool242,68642
616I..pool242,60836
616J..pool242,9560
616K..pool242,9650
616L..pool242,33446
616M..pool242,11294
616N..pool242,99954
617A..pool242,103634
617B..pool242,18854
617C..pool242,51942
617D..pool242,34794
617E..pool242,46336
617F..pool242,84066
617G..pool242,12832
617H..pool242,22086
617I..pool242,38494
617J..pool242,92926
618A..pool425,42748
618B..pool425,87092
618C..pool425,44404
619C..pool423,82090
619D..pool423,123594
619E..pool423,121648
619F..pool423,162394
621A..pool485,62596
621B..pool485,59098
623A..pool266,65842
623B..pool266,33930
623C..pool266,33358
623D..pool266,24466
624A..pool461,107336
624B..pool461,43788
624C..pool461,38568
624D..pool461,36226
625A..pool424,113476
625B..pool424,45632
625C..pool424,97440
625D..pool424,69180
626A..pool263,16126
626B..pool263,39096
626C..pool263,11778
626E..pool263,35126
626F..pool263,32832
626G..pool263,3192
627A..pool426,59076
627B..pool426,29150
628B..pool797,69488
628C..pool797,88126
628D..pool797,133372
628E..pool797,98158
628F..pool797,79286
628G..pool797,102048
628H..pool797,111408
628I..pool797,122164
628J..pool797,105232
628K..pool797,134152
628L..pool797,100330
628M..pool797,88606
628N..pool797,147596
628O..pool797,82056
628P..pool797,108550
628Q..pool797,36978
628R..pool802,142196
628S..pool802,34832
628T..pool802,80990
630A..pool459,69508
630B..pool459,125482
630C..pool459,73178
630D..pool459,122694
630E..pool459,73256
630F..pool459,125198
632A..pool419,132436
633A..pool418,55592
633B..pool418,99514
633C..pool418,75300
633D..pool418,23678
633E..pool418,124476
633F..pool418,385466
633G..pool418,445730
634A..pool419,203904
634B..pool789,177306
634C..pool419,47972
634F..pool419,153208
635A..pool461,49152
635B..pool461,38722
635C..pool461,67026
637A..pool462,22486
637B..pool462,19996
637C..pool462,20660
637D..pool462,26708
637E..pool462,31506
637F..pool462,36534
639A..pool485,12616
639B..pool485,49368
640D..pool458.BMT,88970
640E..pool458.BMT,58660
640F..pool458.BMT,49632
640G..pool458.BMT,53356
640H..pool458.BMT,37406
640I..pool458.BMT,34614
640J..pool458.BMT,33624
640K..pool458.BMT,44584
641A..pool419,143042
641B..pool419,100872
641C..pool419,68560
641D..pool419,101504
641E..pool419,66758
641F..pool419,45610
642A..pool461,45330
642B..pool461,25696
642D..pool461,217728
644A..pool420,64142
644B..pool420,75932
646A..pool425,117288
646B..pool425,51416
646C..pool425,66822
647B..pool424,126760
647C..pool424,81014
647D..pool424,116716
648A..pool420,108032
648B..pool420,54300
648C..pool420,86716
648D..pool420,59652
653A..pool418,76302
653B..pool418,36562
653C..pool418,16088
653D..pool418,33378
653E..pool418,38324
653F..pool418,65246
653G..pool418,28854
653H..pool418,87332
653I..pool418,57706
653J..pool418,13870
653K..pool418,19798
654A..pool425,80666
654B..pool425,68850
654C..pool425,58186
659A..pool485,66648
660A..pool420,86436
661A..pool485,11104
662A..pool418,80552
662B..pool418,30642
662D..pool418,59416
662F..pool418,83076
663B..pool458.BMT,122904
663C..pool458.BMT,63686
663D..pool458.BMT,58794
665A..pool419,113706
665B..pool419,115508
665C..pool419,32432
665D..pool419,114932
665F..pool419,57678
665G..pool486,70076
666A..pool461,133644
666B..pool299,38350
666C..pool461,130172
666D..pool461,152986
666E..pool299,66616
666F..pool299,10692
666G..pool299,39676
666H..pool299,51314
666I..pool299,52896
666J..pool299,37402
666K..pool299,36004
666L..pool299,6286
666M..pool299,26122
666N..pool299,5584
666O..pool299,41168
666P..pool299,41740
666R..pool299,16352
666T..pool299,40572
666U..pool299,8184
666V..pool299,56562
666W..pool299,15486
667A..pool299,7578
667B..pool299,9922
667C..pool299,41714
667D..pool299,59642
668AA..pool592,53744
668CC..pool592,21246
668DD..pool592,17084
668EE..pool592,25592
668F..pool554,35596
668FF..pool592,22886
668G..pool554,133456
668GG..pool592,47264
668H..pool554,113974
668HH..pool592,26610
668I..pool570,76702
668II..pool592,29844
668J..pool570,30976
668JJ..pool592,16390
668K..pool570,38620
668KK..pool592,36172
668L..pool570,31870
668LL..pool592,31848
668M..pool570,18286
668MM..pool592,69558
668N..pool570,41882
668NN..pool592,20922
668O..pool570,16292
668P..pool570,16232
668Q..pool570,44280
668R..pool570,21104
668S..pool570,18346
668T..pool570,21670
668U..pool570,38166
668V..pool570,39658
668W..pool570,52674
668X..pool570,105074
668Y..pool570,41014
668Z..pool570,41698
669A..pool420,126542
669C..pool420,104530
669D..pool420,56820
669E..pool420,87818
670A..pool420,101396
670B..pool420,103036
670C..pool420,42874
670D..pool420,87030
670E..pool420,97400
670F..pool420,51910
671A..pool298.bmt,51366
671AA..pool298.bmt,21172
671B..pool298.bmt,8106
671BB..pool298.bmt,28322
671C..pool298.bmt,23066
671CC..pool298.bmt,52122
671D..pool298.bmt,25578
671DD..pool298.bmt,34228
671F..pool298.bmt,27852
671G..pool298.bmt,4760
671H..pool298.bmt,34402
671I..pool298.bmt,12094
671J..pool298.bmt,47158
671K..pool298.bmt,6954
671L..pool298.bmt,34120
671M..pool298.bmt,77856
671N..pool298.bmt,5234
671O..pool298.bmt,61154
671P..pool298.bmt,18186
671Q..pool298.bmt,73524
671R..pool298.bmt,2126
671S..pool298.bmt,10980
671T..pool298.bmt,22544
671U..pool298.bmt,49596
671V..pool298.bmt,7550
671W..pool298.bmt,32984
671X..pool298.bmt,16834
671Y..pool298.bmt,24316
671Z..pool298.bmt,58622
674A..pool459,118170
674B..pool459,60976
674C..pool459,119254
675A..pool486,16596
676A..pool425,91708
676B..pool425,63070
676C..pool425,78224
676D..pool425,76400
677A..pool426,111314
677B..pool426,65522
677C..pool426,96556
678A..pool419,107168
678B..pool419,146670
678E..pool419,127448
678F..pool419,103918
679A..pool486,51274
680A..pool294.bmt,49750
680B..pool294.bmt,8596
680C..pool294.bmt,75986
680D..pool294.bmt,5670
680E..pool294.bmt,74944
680F..pool294.bmt,27446
680G..pool294.bmt,38980
680H..pool294.bmt,9886
680I..pool294.bmt,40000
680J..pool294.bmt,62756
680K..pool294.bmt,4060
680L..pool294.bmt,40460
680M..pool294.bmt,17370
680N..pool294.bmt,46900
680O..pool294.bmt,2550
680P..pool294.bmt,14800
680Q..pool294.bmt,30524
680R..pool294.bmt,61242
680S..pool294.bmt,13090
680T..pool294.bmt,39500
680U..pool294.bmt,46628
682A..pool299,40438
682B..pool299,77328
682C..pool299,40546
682D..pool299,54744
682E..pool299,93984
682F..pool299,11174
682G..pool299,20336
682H..pool299,29150
682I..pool299,57062
682J..pool299,9870
682K..pool299,57832
682L..pool299,66184
682M..pool299,34528
682N..pool299,65784
682O..pool299,29528
682P..pool299,76666
682Q..pool299,83286
684A..pool299,79976
684B..pool299,10988
684C..pool299,11314
684D..pool299,42848
684E..pool299,18584
684F..pool299,53112
686A..pool424,136670
686D..pool424,120578
687A..pool424,169826
687B..pool424,32198
687C..pool424,132990
687D..pool424,47840
688A..pool420,159978
688B..pool420,141760
688C..pool420,51324
688D..pool420,69184
688E..pool420,130482
689A..pool418,93774
689D..pool418,15518
689E..pool418,35970
689F..pool418,11280
689I..pool418,58406
690A..pool423,142288
690B..pool423,102098
690C..pool423,104478
690D..pool423,134394
691A..pool425,83948
691B..pool425,117294
691C..pool425,90346
691D..pool425,91672
694A..pool418,65580
694B..pool418,66150
694E..pool418,76458
694F..pool418,66718
695A..pool486,54794
696A..pool420,106304
696B..pool420,63012
696C..pool420,85706
696D..pool420,60154
696E..pool420,97298
697A..pool424,110910
697B..pool424,127736
697C..pool424,76786
697D..pool424,69456
698B..pool419,41974
698C..pool419,33220
698D..pool419,92496
698E..pool419,48904
698F..pool419,43316
699A..pool353,11802
699B..pool353,18968
699C..pool353,12792
699D..pool353,14914
699E..pool676,68606
700A..pool420,84702
700B..pool420,19386
700E..pool420,90556
701A..pool417,94708
701G..pool417,56898
701H..pool417,28292
701J..pool417,32450
701K..pool417,52970
701L..pool417,63644
701M..pool417,25632
701N..pool417,69918
701O..pool417,47554
701P..pool417,54858
701Q..pool417,14546
701R..pool417,49038
701S..pool417,51374
701T..pool417,60594
701U..pool417,68280
701V..pool417,89248
701W..pool417,71244
702A..pool424,122330
702B..pool424,94820
702C..pool424,122284
702D..pool424,105274
703A..pool423,191992
703B..pool423,163150
703C..pool423,174998
703D..pool423,141144
703E..pool486,22918
704A..pool423,65368
704B..pool423,119814
704C..pool423,60160
704D..pool423,124470
705A..pool424,140950
705B..pool424,114766
705C..pool424,87166
705D..pool424,112716
707D..pool456,50066
708A..pool424,47358
708B..pool424,98362
708D..pool424,103650
710B..pool425,118170
710C..pool425,81940
711A..pool486,67050
711B..pool486,41918
713C..pool420,45114
713E..pool420,73174
714A..pool416,50986
714B..pool416,77502
714C..pool416,94998
714D..pool416,111706
716A..pool458.BMT,86080
716B..pool458.BMT,48838
716C..pool458.BMT,105868
717A..pool486,62944
719A..pool415,44918
719B..pool415,15772
719C..pool415,8382
719D..pool415,45554
719E..pool415,30526
719F..pool415,79536
719G..pool486,20942
719H..pool486,34940
719I..pool486,44280
720A..pool426,111216
720B..pool426,33662
720C..pool426,101276
721A..pool426,74836
721B..pool426,22606
721C..pool426,12638
722A..pool486,53256
722B..pool486,39548
723A..pool419,108006
723E..pool419,55860
724A..pool486,74582
725A..pool462,29762
725B..pool462,27776
725C..pool462,29958
725D..pool462,8554
725E..pool462,22222
725F..pool462,32606
725G..pool462,8270
725H..pool462,21658
725I..pool462,9454
726A..pool424,120964
726B..pool424,48888
726C..pool424,97618
726D..pool424,81546
727B..pool458.BMT,93292
727C..pool458.BMT,58946
727D..pool458.BMT,61626
727E..pool458.BMT,58980
727F..pool486,53830
728A..pool462,27282
728B..pool462,9618
728C..pool462,22888
728D..pool486,24810
728E..pool592,51032
728F..pool604,119454
729A..pool418,32872
729B..pool418,36052
729E..pool418,28682
729F..pool418,60082
729G..pool418,41508
729I..pool418,61024
730A..pool461,117524
730B..pool461,91620
730C..pool461,102452
731A..pool486,34296
731B..pool486,18382
732A..pool461,100632
733A..pool419,138154
733B..pool419,84926
733D..pool419,43512
734A..pool458.BMT,65086
734B..pool458.BMT,75088
734C..pool458.BMT,73490
734D..pool458.BMT,42788
734E..pool458.BMT,70970
735A..pool425,69094
735B..pool425,68690
735C..pool425,58736
735D..pool425,65262
736A..pool419,72678
736B..pool419,84682
736C..pool419,25654
736D..pool419,133886
736E..pool419,82972
736F..pool419,148218
737A..pool424,106822
737B..pool424,109486
737C..pool424,78040
737D..pool424,67944
737E..pool424,70620
737F..pool424,80344
737G..pool424,59616
738A..pool423,109686
738B..pool423,98348
738C..pool423,102910
739A..pool417,91794
739B..pool417,71146
739E..pool417,42916
739F..pool417,47488
739G..pool417,53336
739H..pool417,72874
740A..pool458.BMT,91714
740B..pool458.BMT,34548
740C..pool458.BMT,92580
741A..pool462,35660
741B..pool462,28852
741C..pool462,34586
742A..pool420,149212
742C..pool420,47894
742E..pool420,131626
743A..pool423,59902
743B..pool423,73104
743E..pool423,123162
744A..pool462,36892
744B..pool462,19340
744C..pool462,22842
744D..pool462,54082
746A..pool462,14510
746B..pool462,25262
746C..pool462,24194
747A..pool423,135658
747B..pool423,155804
748A..pool353,19126
748B..pool353,30664
748C..pool353,22274
749B..pool418,47162
749C..pool418,40536
749D..pool418,74362
749E..pool418,19274
749F..pool418,65990
749G..pool418,38646
750A..pool486,33584
750B..pool486,29894
751A..pool424,61122
751B..pool424,99340
751C..pool424,91548
751D..pool424,144958
752A..pool420,110750
752B..pool420,93382
752D..pool420,38654
752E..pool420,47122
753A..pool423,74176
753D..pool423,144130
754A..pool426,59196
754B..pool426,36978
754D..pool687,56514
755A..pool423,159266
755B..pool423,79224
755C..pool423,63860
755D..pool423,137156
758A..pool459,29456
759A..pool353,22500
759B..pool353,15506
760A..pool425,100416
760B..pool425,70736
760C..pool425,78486
761A..pool486,53446
761B..pool486,43046
762A..pool417,66698
762B..pool417,55684
762C..pool417,49076
762D..pool417,37702
762E..pool417,25562
762F..pool417,59592
762G..pool417,62170
762H..pool417,76814
764A..pool426,69828
764B..pool426,44588
764C..pool426,105892
765A..pool466,27556
765B..pool466,24734
765C..pool466,33446
766A..pool458.BMT,70232
766B..pool458.BMT,56208
766C..pool458.BMT,40968
768A..pool414,126316
768B..pool414,33524
768C..pool414,34442
768E..pool414,43978
768F..pool414,59832
769A..pool366,199336
769B..pool366,201568
769C..pool366,199672
769D..pool366,152464
769E..pool913,101318
770A..pool414,84416
770B..pool414,40002
770C..pool414,44354
770D..pool414,28020
770E..pool414,45140
770F..pool414,39348
770G..pool414,169810
770H..pool486,30738
770I..pool486,28196
771A..pool414,77560
771B..pool414,37320
771C..pool414,37460
771D..pool414,46722
771E..pool414,56922
771F..pool414,20140
771G..pool414,66686
772B..pool644,414250
772C..pool644,289598
772D..pool769,117796
772E..pool609,110618
772F..pool769,121320
772G..pool769,133374
772H..pool609,114554
773B..pool486,33692
774A..pool414,42218
774B..pool414,38746
774C..pool414,27266
774F..pool414,40016
774G..pool414,69108
775A..pool416,82040
775B..pool416,65310
775D..pool416,44146
775E..pool486,95646
775F..pool486,16960
777A..pool416,127922
777B..pool416,56530
777C..pool416,76526
777D..pool416,64828
778A..pool416,66678
778B..pool416,47802
778C..pool416,48834
778D..pool416,58912
779A..pool415,77132
779B..pool415,25942
779C..pool415,21826
779D..pool415,4438
779E..pool415,41694
780A..pool466,35778
780B..pool466,23028
780C..pool466,22486
780D..pool466,9574
780E..pool466,21530
780F..pool466,29702
780G..pool466,13596
780H..pool466,14598
780I..pool466,6602
782A..pool414,79532
782B..pool414,78180
782C..pool414,26742
783A..pool486,38274
784A..pool486,28950
784B..pool486,54698
786A..pool366,242132
786B..pool366,207160
788A..pool486,48994
788B..pool487,50608
789A..pool487,6480
789B..pool487,16322
790A..pool487,36432
790B..pool487,4164
791A..pool458.BMT,83488
791B..pool458.BMT,61144
791C..pool458.BMT,74856
791D..pool487,15734
791E..pool487,6972
792A..pool416,111926
792B..pool416,41058
792C..pool416,78880
792D..pool416,37750
792E..pool487,43628
793A..pool416,101090
793B..pool416,79548
793C..pool416,69658
793D..pool416,72158
794A..pool415,14172
794B..pool415,33294
794C..pool415,32496
794E..pool415,20634
796A..pool437,128988
798A..pool415,27620
798B..pool415,27544
798C..pool415,15958
798E..pool415,47270
799A..pool419,135778
799B..pool419,71366
801A..pool487,26668
801B..pool487,42518
802A..pool415,56836
802B..pool415,76768
802C..pool415,19422
802D..pool415,40678
802E..pool415,13038
802G..pool487,27706
803B..pool415,14814
803C..pool415,71540
803D..pool415,49276
803E..pool415,53220
804A..pool415,51388
804B..pool415,4246
804C..pool415,45198
804D..pool415,9708
804E..pool415,55238
808A..pool487,45296
809A..pool416,115004
809B..pool416,98626
809C..pool416,94942
809D..pool416,45232
810A..pool366,195088
810B..pool401,185768
811A..pool487,27848
811B..pool487,19764
814A..pool416,72642
814B..pool416,62582
814C..pool416,81588
814D..pool416,88056
814E..pool416,56974
814F..pool594,57922
814G..pool769,104330
816A..pool366,263552
816B..pool401,103508
817A..pool462,36378
817B..pool462,10458
817C..pool462,14370
817D..pool462,11878
817E..pool462,42818
817F..pool462,28386
817G..pool462,9992
817H..pool462,11264
817I..pool462,46998
818A..pool414,61526
818B..pool414,24272
818C..pool414,36010
818D..pool414,32028
818F..pool414,27776
818G..pool414,37654
819A..pool401,139820
824A..pool459,47222
824B..pool459,68548
824C..pool459,28074
826A..pool417,122642
826B..pool417,39888
826C..pool417,75158
826D..pool487,44230
828A..pool414,47436
828B..pool414,29058
828C..pool414,30730
828D..pool414,30464
828E..pool414,25868
828F..pool414,58808
828G..pool414,43064
828H..pool414,32176
828I..pool414,35548
828J..pool414,67490
828K..pool414,39844
828L..pool487,48886
829A..pool487,61860
829B..pool487,55454
831A..pool437,124506
831B..pool437,119976
832A..pool416,37980
832B..pool416,88272
832C..pool416,70192
832D..pool416,55646
832E..pool487,79998
833B..pool460,76152
833D..pool460,84584
833E..pool460,32034
833F..pool460,51764
833G..pool460,81724
835B..pool460,111154
835D..pool460,90184
835E..pool460,42400
835F..pool460,66414
835I..pool460,50212
835J..pool460,32672
835K..pool460,72536
835L..pool460,52658
836A..pool461,41430
836B..pool461,51754
836C..pool461,79310
836D..pool461,25974
836F..pool769,180672
836G..pool769,171616
836H..pool769,122590
837A..pool459,107802
837B..pool459,87190
837C..pool459,32240
838A..pool487,62500
838B..pool487,12132
839A..pool415,46314
839B..pool415,34066
839C..pool415,23022
839D..pool415,7382
839E..pool415,7626
840A..pool466,18358
840B..pool466,23516
840C..pool466,30182
840D..pool466,17170
841A..pool432,339320
841B..pool432,260582
841C..pool432,343206
841D..pool432,185048
841E..pool432,213298
841F..pool432,991452
842A..pool416,129624
842B..pool416,19574
842C..pool416,71024
842E..pool432,221100
842F..pool432,48178
843A..pool415,35524
843B..pool415,80680
