oligos_id,total_per_sample
1403I..pool763,68906
1403J..pool763,147818
1403K..pool763,231676
1403L..pool763,196932
1404A..pool725,49784
1404D..pool725,18132
1404E..pool727,116282
1404F..pool725,17014
1404G..pool725,9326
1406A..pool725,46398
1406B..pool725,29180
1406C..pool725,32576
1406D..pool725,40782
1406E..pool725,21676
1406G..pool725,19792
1406H..pool725,17122
1406I..pool725,7808
1406J..pool725,4630
1406K..pool725,18738
1406L..pool725,14944
1406N..pool727,110196
1406O..pool727,70752
140A..pool480,22664
1414A..pool727,129434
1414B..pool727,121056
1414C..pool727,107532
1414D..pool727,106374
1414E..pool727,78278
1414F..pool727,107480
1414G..pool727,93724
1414H..pool727,111290
1414I..pool727,35800
1414J..pool727,47148
1419A..pool727,127094
1419B..pool740,53582
1419C..pool755,63978
1425A..pool767,110738
1425B..pool767,125918
1425C..pool767,92270
1425D..pool767,105448
1425E..pool767,187646
1425F..pool767,183502
1426A..pool727,48962
1426B..pool731,46812
1426C..pool731,84338
1426D..pool731,63812
1428A..pool740,64150
1428AA..pool743,22038
1428B..pool740,57558
1428BB..pool743,17578
1428C..pool740,43024
1428CC..pool743,22282
1428D..pool740,42304
1428DD..pool743,15152
1428E..pool740,39214
1428EE..pool743,21226
1428F..pool740,16192
1428G..pool740,32682
1428GG..pool755,24102
1428H..pool740,33090
1428HH..pool755,23732
1428I..pool740,27924
1428II..pool755,21438
1428JJ..pool755,37850
1428K..pool740,23430
1428KK..pool755,33218
1428L..pool740,37108
1428LL..pool755,30010
1428M..pool740,26662
1428MM..pool755,33422
1428N..pool740,20824
1428NN..pool788,149858
1428O..pool740,24482
1428OO..pool788,500154
1428P..pool740,31084
1428PP..pool993,19900
1428Q..pool740,34300
1428QQ..pool993,78226
1428R..pool740,23058
1428RR..pool993,22408
1428S..pool740,18710
1428SS..pool993,27978
1428T..pool742,26408
1428TT..pool993,42166
1428U..pool743,24972
1428V..pool743,9718
1428W..pool743,18074
1428X..pool743,88276
1428Y..pool743,34448
1428Z..pool743,21812
142A..pool538,128424
142B..pool538,81664
142D..pool538,47102
142E..pool538,76350
142F..pool538,74172
142G..pool538,81218
142H..pool538,25554
142I..pool480,24534
142J..pool480,1796
1431A..pool767,147354
1431B..pool767,217022
1431C..pool767,118712
1431D..pool767,151936
1431E..pool767,110894
1431F..pool767,103328
1431G..pool767,123080
1432A..pool731,73038
1432B..pool731,47316
1432C..pool731,64576
1432D..pool740,32352
1432E..pool740,26188
1432G..pool740,35504
1432H..pool740,19610
1432I..pool740,25430
1432J..pool740,29036
1432K..pool740,18250
1432L..pool740,29284
1432M..pool740,15482
1432N..pool740,25916
1432O..pool740,22918
143A..pool538,92988
143B..pool538,70998
143C..pool553,538582
143D..pool538,11894
1442A..pool740,65126
1442B..pool740,55264
1442C..pool740,30924
1442D..pool740,40922
1442E..pool740,50010
1442F..pool740,41916
1442G..pool740,35230
1442H..pool742,37250
1442I..pool743,30190
1442J..pool743,27706
1442K..pool743,22490
1442L..pool743,26412
1442M..pool743,31404
1442N..pool743,44138
1443A..pool740,56468
1443B..pool740,57790
1443C..pool740,87614
1443D..pool740,80794
1443E..pool740,75356
1443F..pool755,19826
1443G..pool743,25704
1443H..pool743,23898
1443I..pool755,55810
1443K..pool801,164392
1445A..pool740,42308
144A..pool538,14260
144B..pool538,94314
144C..pool538,60918
1452A..pool768,83730
1452B..pool768,77256
1452C..pool768,88934
1452D..pool768,36284
1452E..pool768,66896
1452F..pool768,74178
1452G..pool768,84786
1452H..pool768,79942
1452I..pool768,89986
1452J..pool798,58054
1452K..pool798,86260
1452L..pool798,35832
1452M..pool798,37702
1452N..pool798,42372
1452O..pool798,64190
1452P..pool798,38396
1452Q..pool798,32350
1452R..pool798,24444
1452S..pool798,58858
1452T..pool798,74862
1452V..pool798,67516
1456B..pool993,14010
1456C..pool993,260738
1456D..pool993,81926
1456E..pool993,169478
145G..pool203,39094
145I..pool539,60644
145J..pool539,76180
145K..pool480,11782
145L..pool484,43464
1460A..pool743,46176
1460B..pool743,39976
1460C..pool743,22290
1460D..pool743,36738
1460E..pool755,26558
1460F..pool755,20734
1460G..pool755,37492
1460H..pool755,30436
1460I..pool755,36024
1460J..pool755,43438
1460K..pool755,30982
1460L..pool755,31114
1460M..pool789,108770
1460N..pool789,156246
1460O..pool789,44520
1460P..pool789,107020
1461A..pool743,43748
1461AA..pool790,108914
1461B..pool743,35302
1461BB..pool791,192884
1461C..pool743,50644
1461CC..pool791,201314
1461D..pool755,37570
1461DD..pool791,179248
1461E..pool755,44378
1461EE..pool791,196826
1461F..pool755,36578
1461FF,65354
1461G..pool755,40554
1461H..pool755,14674
1461I..pool755,47612
1461J..pool755,53238
1461K..pool755,47704
1461L..pool755,60282
1461M..pool755,52838
1461N..pool755,61252
1461O..pool755,95226
1461P..pool755,53714
1461Q..pool755,85474
1461R..pool755,30628
1461S..pool755,57436
1461T..pool791,134370
1461U..pool791,89894
1461V..pool791,100602
1461W..pool791,177902
1461X..pool791,97424
1461Y..pool791,178202
1461Z..pool791,52824
1462A..pool743,34906
1462B..pool755,45528
1462C..pool755,53400
1462D..pool755,29494
1462E..pool755,15882
1462F..pool765,77804
1462G..pool765,75896
1462H..pool765,102790
1462I..pool765,155466
1462J..pool788,376294
1462K..pool788,513748
1468A..pool743,59986
1468B..pool755,45352
1468C..pool755,29508
146A..pool480,20586
146B..pool480,8192
146C..pool480,21226
146D..pool480,29974
1479A..pool755,54942
1479B..pool755,46028
1479C..pool755,66794
1479D..pool781,44066
1479E..pool781,90792
1479G..pool781,102380
1479H..pool781,142464
1479I..pool781,169736
1479J..pool781,161678
1479K..pool781,112948
1479L..pool781,138342
1479M..pool781,143564
1479N..pool781,181930
1479O..pool781,130482
1479P..pool801,57740
147A..pool480,6782
148A..pool539,64224
148B..pool539,30858
148C..pool502,99280
1491A..pool799,117824
1491B..pool799,59976
1491C..pool799,71496
1491D..pool799,90884
1491E..pool799,86596
1491F..pool799,29936
1491G..pool799,79864
1491H..pool799,113094
1491I..pool799,91830
1491J..pool799,136432
1493A..pool780,120740
1493B..pool780,63280
1493C..pool780,209034
1493D..pool780,248360
1493E..pool780,121660
1493F..pool780,110836
1493G..pool780,143768
1493H..pool780,73760
1493I..pool780,118484
1493J..pool780,134764
1493K..pool780,72926
1493L..pool780,149130
1493M..pool780,159012
1493N..pool780,87498
1493O..pool780,221066
1494A..pool790,158136
1498A..pool793,206364
1498B..pool793,103832
1498C..pool793,248714
1498D..pool793,153186
1498E..pool793,150144
1498F..pool793,174446
1498G..pool793,63606
1498H..pool793,137484
1498I..pool793,136392
149A..pool539,78460
149B..pool539,42986
149C..pool539,50272
149D..pool539,67258
1511A..pool778,95598
1511B..pool778,108334
1511C..pool778,83352
1511D..pool778,52846
1511E..pool778,89760
1511F..pool778,44518
1511G..pool778,63136
1511H..pool778,28486
1511I..pool778,65550
1511J..pool778,26454
1511K..pool778,75134
1511L..pool778,84308
1511M..pool778,27758
1511N..pool859,22400
1511O..pool859,8758
1511P..pool859,53900
1513A..pool798,50562
1513B..pool798,148876
1513C..pool798,105616
1513D..pool798,104424
1513E..pool798,64678
1513F..pool798,33250
1513G..pool798,80672
1513I..pool798,63422
1513K..pool798,71692
1513L..pool798,79488
1513M..pool798,55550
1513N..pool798,59986
1513O..pool798,154734
1513P..pool798,102912
1513Q..pool798,153414
151A..pool480,8872
151B..pool480,90764
1521A..pool781,144014
1521B..pool781,212862
1521C..pool781,179862
1521D..pool781,197682
1521E..pool781,146916
1521F..pool781,133360
1521G..pool781,170912
1521H..pool781,134896
1521I..pool781,145588
1521K..pool781,109676
1521L..pool781,212340
1521M..pool781,72018
1521N..pool781,116200
1528A..pool792,209750
1528AA..pool801,79586
1528B..pool792,132734
1528BB..pool913,78404
1528C..pool792,58674
1528CC..pool913,61794
1528D..pool792,103982
1528DD..pool913,92488
1528E..pool792,147074
1528EE..pool913,82730
1528F..pool792,103376
1528G..pool792,122512
1528H..pool792,44294
1528I..pool792,172494
1528J..pool792,126172
1528K..pool792,80632
1528L..pool792,133220
1528M..pool792,90438
1528N..pool792,82826
1528O..pool792,159128
1528P..pool792,66676
1528Q..pool792,128086
1528R..pool792,62594
1528S..pool792,128964
1528T..pool792,85364
1528U..pool792,154166
1528V..pool792,181468
1528W..pool792,46316
1528X..pool801,181152
1528Y..pool801,96232
152L..pool539,13806
152M..pool203,19912
1530A..pool790,164344
1530B..pool790,184660
1530C..pool790,96684
1530D..pool790,127594
1530E..pool790,88622
1530F..pool790,70116
1530G..pool790,77120
1530H..pool790,70104
1530J..pool790,123096
1530K..pool790,111318
1530L..pool790,128262
1530M..pool790,104612
1530N..pool801,130290
1530O..pool801,37504
1530P..pool801,214692
1530Q..pool801,131322
1531A..pool793,53534
1531B..pool793,183732
1531D..pool793,265326
1531E..pool793,144532
1531F..pool793,323066
1531G..pool793,237252
1532A..pool793,109858
1532B..pool793,105044
1532C..pool793,137646
1532D..pool793,192358
1532E..pool793,148088
1532F..pool793,135480
1532G..pool913,50778
1532I..pool913,61834
1532J..pool900,257914
1532K..pool900,171408
1533B..pool913,70054
1533C..pool913,91330
1533D..pool938,165898
1533E..pool938,92546
1533F..pool938,104448
1533G..pool938,124930
1533H..pool938,44814
1539A..pool778,100388
1539B..pool778,52558
1539C..pool778,72264
1539D..pool778,85058
1539E..pool778,61560
1539F..pool778,90400
1539G..pool778,53792
153A..pool539,25642
153B..pool539,90368
153C..pool539,133394
153D..pool539,49870
153G..pool539,58996
153H..pool502,9350
1546A..pool789,134888
1546B..pool789,125182
1546C..pool789,140070
1546D..pool789,89558
1546E..pool789,94496
1546F..pool789,95804
1546G..pool789,102798
1546H..pool789,71466
1546I..pool789,117544
1546J..pool789,57026
1546K..pool801,132644
1546L..pool801,166736
1546M,219092
1546N,222038
1547E..pool795,132252
154A..pool480,10240
154B..pool480,6834
154C..pool480,2382
154D..pool480,39216
154E..pool539,66266
1552A..pool913,36746
1552B,119846
1552C..pool913,76746
1552D..pool913,75496
1553A..pool795,156866
1553B..pool795,188522
1553C..pool795,60728
1553D..pool795,125682
1553E..pool795,118448
1553G..pool795,119454
1553H..pool795,93542
1553I..pool795,100144
1553J..pool795,135692
1553K..pool795,113924
1553L..pool795,116786
1553M..pool795,74284
1553N..pool795,93250
1553O..pool795,72552
1553P..pool801,21712
1553Q..pool801,167590
1553R,40738
155A..pool539,60658
155B..pool539,141414
155C..pool539,15582
155D..pool539,54042
155E..pool539,108074
155F..pool539,82712
155G..pool539,52038
155H..pool539,56568
1560A..pool809,74766
1560B..pool809,149530
1560C..pool809,45546
1560D..pool809,201244
1560E..pool809,81960
1560F..pool809,290544
1560G..pool809,41690
1561A..pool795,210808
1561B..pool795,415550
1561C..pool795,290340
1561D..pool795,226668
1561E..pool795,393510
1561F..pool795,229066
1561G..pool795,194702
1561H..pool795,262870
1561I..pool795,161512
1561J..pool795,121156
1561K..pool795,143840
1562A..pool788,306378
1562B..pool795,147018
1562C..pool795,173484
1562D..pool795,104926
1562E..pool795,117196
1562F..pool796,74434
1562G..pool796,84272
1562H..pool796,68986
1562I..pool796,104010
1562J..pool796,94370
1562K..pool796,63222
1562L..pool796,44166
1562M..pool796,137280
1562N..pool796,146366
1562O..pool796,157624
1562P..pool796,196258
1564A..pool796,133154
1564B..pool796,165486
1564C..pool796,203314
1564D..pool796,106484
1564E..pool796,181228
1564F..pool796,28160
1564G..pool796,109008
1564H..pool796,112664
1564I..pool796,137712
1564J..pool796,134394
1564K..pool796,85194
1564L..pool796,91490
1564M..pool796,105790
1567A..pool796,115008
1567B..pool796,68748
1567C..pool796,231470
1567D..pool796,98746
1567E..pool796,88492
1567F..pool796,114246
1567G..pool796,130464
1567H..pool796,136150
1567I..pool796,62596
1567J..pool796,100542
1569A..pool796,40596
1569B..pool796,54562
1569C..pool796,60426
1569D..pool796,39574
1569E..pool796,47464
1569F..pool796,64332
1569G..pool796,50798
1569H..pool796,75886
1569I..pool796,67220
1569J..pool796,87694
156B..pool539,93530
156C..pool539,59972
156D..pool539,38476
156E..pool539,52182
156F..pool480,24960
156G..pool502,48760
1570A..pool798,93452
1570B..pool798,87032
1570C..pool798,197618
1570D..pool798,74562
1570E..pool798,131028
1570F..pool798,37110
1570G..pool798,135114
1570H..pool798,65234
1570I..pool798,140818
1570J..pool798,127574
1570K..pool798,65428
1570L..pool798,97998
1570M..pool798,124382
1570N..pool798,116032
1572A..pool846,522804
1572B..pool846,316782
1572C..pool846,108516
1572D..pool846,437898
1572E..pool846,113590
1574A..pool796,112730
1574B..pool796,146888
1574C..pool796,75874
1574D..pool796,94768
1574E..pool796,33934
1574F..pool796,83688
1574G..pool796,54914
1574H..pool796,68488
1574I..pool797,92132
1574J..pool797,64838
1574K..pool797,57038
1577A..pool797,103942
1577B..pool797,154964
1577C..pool797,130058
1577E..pool797,100460
1577F..pool797,78948
1577G..pool797,112250
1577H..pool797,96218
1577I..pool797,131796
1577J..pool797,48520
1577K..pool797,133582
157A..pool539,106312
157B..pool539,94950
157D..pool539,36374
157E..pool539,122768
157F..pool539,93736
157G..pool539,47870
157H..pool539,88714
1580A..pool797,206014
1580B..pool797,223324
1580C..pool797,165204
1580D..pool797,133214
1580E..pool797,78584
1580F..pool797,71376
1580G..pool797,91234
1580I..pool797,119400
1580J..pool797,103110
1580K..pool797,72598
1580L..pool797,77886
1580M..pool797,61036
1581A..pool938,133982
1581B..pool938,94508
1581C..pool938,108150
1581D..pool938,96962
1583A..pool810,57992
1583B..pool810,3180
1583C..pool810,13854
1588A..pool811,38806
1588B..pool811,239292
1588C..pool811,62062
1588D..pool811,335562
1588E..pool811,45952
1588F..pool811,244132
158A..pool539,97324
158B..pool539,12096
158C..pool539,66604
1598A..pool938,76444
1598C..pool938,111790
1598D..pool938,134830
1605A..pool810,179726
1605B..pool810,220478
1605C..pool810,162494
1605D..pool810,52072
1605E..pool810,58588
1605F..pool810,2948
1605G..pool810,76640
1606A..pool801,161400
1606B..pool801,85442
1606C..pool801,181810
1606D..pool801,84786
1606E..pool801,166536
1606F..pool801,109856
1606G..pool801,34912
1617A..pool802,115378
1617B..pool802,80866
1617C..pool802,40530
1617D..pool802,58328
1617E..pool802,111050
1617F..pool802,58252
1617G..pool802,20052
1617H..pool802,16814
1617N..pool802,64380
1617O..pool802,111822
1617P..pool802,55976
161A..pool539,76876
1622A..pool800,62994
1622B..pool800,76934
1622C..pool800,38356
1622D..pool800,20262
1622E..pool800,68622
1622F..pool800,70582
1622G..pool800,80370
1622H..pool800,61106
1622I..pool800,37810
1622J..pool800,26422
1622K..pool800,74386
1622L..pool802,113336
1622M..pool802,43000
1622N..pool802,100200
1622O..pool913,108486
1622P..pool913,62350
1622Q..pool913,90044
1622R..pool913,49400
1628B..pool913,51412
1628C..pool913,55890
1628E..pool913,5664
1629A..pool865,59946
1629B..pool865,26214
1629C..pool865,72084
1629D..pool865,32790
1629E..pool865,36138
1629G,393884
1630A..pool808,181056
1630B..pool808,100012
1630C..pool808,38084
1630D..pool808,73922
1630E..pool808,54190
1630F..pool808,32546
1630G..pool808,72198
1630H..pool808,109906
1630I..pool808,145802
1630J..pool808,46990
1630K..pool808,51404
1630L..pool808,3888
1630M..pool808,251946
1630N..pool808,49126
1642A..pool808,333530
1642AA..pool913,54138
1642B..pool808,31838
1642C..pool808,75182
1642D..pool808,39760
1642E..pool808,3604
1642H..pool808,111714
1642I..pool808,79242
1642N..pool871,142996
1642O..pool871,98804
1642P..pool871,8976
1642Q..pool871,77890
1642R..pool871,98486
1642S..pool871,58780
1642T..pool871,130910
1642V..pool871,79116
1642W..pool871,170298
1642X..pool913,32016
1642Y..pool913,64448
1642Z..pool913,57256
1644A..pool913,95940
1644B..pool913,77646
1644C..pool913,78482
1645A..pool809,91362
1645B..pool809,144928
1645C..pool809,92606
1645D..pool809,108838
1645E..pool809,48384
1645F..pool809,87086
1645G..pool809,68412
1645H..pool827,104108
1645I..pool827,12850
1645J..pool827,50454
1645K..pool827,26408
1645L..pool827,90638
1648A..pool811,81910
1648B..pool811,50304
1648C..pool811,8782
1648D..pool811,45600
1648E..pool811,69792
164A..pool540,45926
164B..pool540,68060
164C..pool540,88188
1656A..pool834,67486
1656B..pool834,94188
1656C..pool834,58474
1656D..pool834,228646
1656E..pool834,153554
1656F..pool834,42928
1656G..pool834,25800
1656H..pool834,31714
1656I..pool834,7572
1656J..pool834,9770
1656K..pool834,152430
1656L..pool834,30698
1656M..pool834,25682
1656N..pool834,44210
1656O..pool834,14094
1656P..pool834,155184
1657A..pool828,265454
1657B..pool828,33450
1657C..pool828,157524
1657D..pool828,141296
1657E..pool828,138590
1657F..pool828,27906
1657G..pool828,212992
1657H..pool828,110960
1657I..pool828,258254
1657J..pool828,122374
1658A..pool834,87804
1658B..pool834,60180
1658C..pool834,266816
1658D..pool834,6864
1658E..pool834,207034
1658F..pool834,31030
1658G..pool834,185948
1658H..pool834,69788
1658I..pool834,81446
1658J..pool834,5028
1658K..pool834,42158
1659A,43664
165A..pool480,9234
1660A..pool865,52558
1660B..pool865,28174
1660C..pool865,78070
1660D..pool865,64136
1660E..pool865,80570
1663A..pool865,18652
1663B..pool865,56320
1663C..pool865,38698
1663D..pool865,49942
1663E..pool865,40444
1663F..pool865,22404
1663G..pool865,53136
1665A..pool828,49020
1665B..pool828,210268
1665C..pool828,202352
1665D..pool828,15810
1665E..pool828,162110
1665F..pool828,82146
1665G..pool828,114484
1665H..pool828,93420
1665I..pool828,7744
1665J..pool828,135388
1665K..pool828,123048
1665L..pool828,175444
1665M..pool828,130950
1669A..pool913,45524
1669B..pool913,83532
1669C..pool913,129574
166A..pool540,99834
166B..pool540,69240
166C..pool540,68610
166D..pool553,516920
166E..pool540,130492
166F..pool480,152640
1671A..pool834,143650
1671B..pool834,21612
1671E..pool834,208734
1671F..pool834,40600
1671G..pool834,35890
1671H..pool834,24718
1671I..pool834,21750
1671J..pool834,78952
1671K..pool971,184140
1671L..pool971,291784
1671M..pool971,326024
1671N..pool971,186674
1671O..pool971,309618
1671P..pool971,275148
1671Q..pool971,374372
1671R..pool971,400744
1671S..pool971,398704
1671T..pool971,231174
167A..pool540,75046
167B..pool540,32552
167D..pool540,74742
167E..pool540,21470
167F..pool540,83658
167G..pool540,79194
167H..pool540,46520
167I..pool502,49968
1684A..pool837,189484
1684B..pool837,68644
1684C..pool837,74228
1684D..pool837,49148
1684E..pool837,25986
1684F..pool837,185268
1684G..pool837,93258
1686A..pool835,255124
1686B..pool835,28300
1686C..pool835,163016
1686D..pool835,269006
1686E..pool835,273722
1686F..pool835,272040
1686G..pool835,16738
1686H..pool835,116988
1686I..pool835,120570
1686J..pool835,92080
1686K..pool835,356660
1686L..pool835,315994
1687A..pool835,9548
1687B..pool835,110872
1687C..pool835,145190
1687D..pool835,51036
1687E..pool835,245338
1687F..pool835,1196
1687G..pool835,290746
1687H..pool835,178318
1687I..pool835,301982
1687J..pool835,130128
1687K..pool835,65572
1687L..pool835,198002
1687M..pool835,116608
1687N..pool835,329478
1687O..pool835,21914
168A..pool540,341818
168B..pool540,59976
168C..pool540,41950
1690A..pool835,110300
1690B..pool835,309276
1690C..pool835,23986
1690D..pool835,28926
1690E..pool835,317588
1690F..pool835,46654
1690H..pool835,339628
1690I..pool835,69402
1690J..pool835,240228
1690K..pool835,106348
1690L..pool835,16774
1691A..pool837,31942
1691B..pool837,196778
1691C..pool837,29648
1691D..pool837,98252
1691E..pool837,35186
1691F..pool837,52942
1691G..pool837,4388
1691H..pool837,167334
1694A..pool836,39050
1694B..pool836,32128
1694C..pool836,5124
1694D..pool836,17172
1694E..pool836,2634
1694F..pool836,35872
1694G..pool836,21820
1694H..pool836,7646
1694I..pool836,27124
1694J..pool836,6848
1694K..pool836,11828
1694L..pool836,7242
1694M..pool846,392958
1694N..pool846,247924
1694R..pool846,76822
1694S..pool913,65612
1694T..pool913,47488
1694U..pool913,66578
1695A..pool837,148660
1695B..pool837,123858
1695G..pool865,63440
1695H..pool865,113012
1695I..pool865,50230
1695J..pool865,25700
1695K..pool865,71598
1695L..pool865,39392
1695M..pool865,53762
1695N..pool865,60392
1695O..pool865,24848
169A..pool480,9354
1700A..pool837,143018
1700B..pool837,250678
1700C..pool837,30882
1700D..pool837,126778
1700E..pool837,98360
1700F..pool837,44920
1700G..pool837,200762
1700H..pool837,290948
1700I..pool837,20214
1705B..pool836,25078
1705C..pool836,11128
1705D..pool836,16878
1705E..pool836,23450
1705F..pool836,16234
1705G..pool836,11914
1705I..pool836,7580
1705J..pool836,3854
1705K..pool836,24510
1705L..pool836,748
1705M..pool836,27508
1705N..pool836,7864
1705O..pool836,9142
1705P..pool836,1944
1705Q..pool836,23222
1705R..pool846,24744
1705S..pool846,76424
1705T..pool846,379878
1705U..pool846,288286
1705V..pool846,166196
1705W..pool846,224492
1706A..pool866,81364
1706B..pool866,9866
1706C..pool866,31522
1706D..pool866,24376
1706E..pool866,36560
1706F..pool866,16428
1706G..pool866,65308
1706H..pool866,13256
1708A..pool837,128488
1708B..pool837,78690
1708C..pool837,82072
1708D..pool837,116706
1708E..pool837,6394
1708F..pool837,125866
1709A..pool837,298584
1709B..pool837,102846
1709C..pool837,184588
1709D..pool837,173100
1709E..pool837,99490
1709F..pool837,179894
1709G..pool837,54668
1709H..pool837,23562
1709I..pool914,88038
1709J..pool914,118872
1709K..pool914,44168
1710A..pool838,158630
1710B..pool838,249238
1710D..pool838,146812
1710E..pool838,36988
1710F..pool838,48290
1710G..pool838,143074
1710H..pool838,164654
1710I..pool914,79612
1710J..pool914,77000
1710K..pool914,104490
1711A..pool838,14806
1711B..pool838,126070
1711C..pool838,60310
1711D..pool838,68178
1711E..pool838,125958
1711F..pool838,2494
1711G..pool838,130982
1711H..pool838,133608
1711K..pool846,98586
1711L..pool846,286208
1711M..pool846,188806
1711N..pool846,552672
1713A..pool836,30730
1713B..pool836,28750
1713C..pool836,1836
1713D..pool836,23994
1713E..pool836,6532
1713F..pool836,11782
1713G..pool836,22054
1713H..pool836,22544
1713I..pool836,3252
1713J..pool836,13294
1713K..pool846,255564
1713L..pool846,584562
1713M..pool846,342766
1713N..pool846,40092
1713O..pool846,503552
1713P..pool846,846606
1713Q..pool846,522416
1716A..pool938,14166
1716B..pool938,87516
1716C..pool938,84368
1716D..pool938,116054
1720A..pool838,38692
1720B..pool838,189278
1720C..pool838,29410
1720D..pool838,42860
1720F..pool838,41994
1720G..pool838,9102
1720H..pool846,388872
1720I..pool846,144546
1720J..pool846,444234
1720K..pool846,216284
1720L..pool846,203964
1720M..pool846,552054
1720O..pool846,128100
1720Q..pool846,364282
1721A..pool838,184998
1721B..pool838,86042
1721C..pool838,147940
1721E..pool838,12916
1721F..pool846,72052
1721G..pool846,393396
1721H..pool846,54968
1721I..pool846,443550
1721J..pool846,486352
1726A..pool939,169338
1726B..pool939,129410
1726C..pool939,126726
1726D..pool939,44922
1728B..pool846,181040
1728C..pool846,34030
1728F..pool846,580424
1728G..pool846,182136
172B..pool540,88414
172C..pool553,664896
172D..pool203,83788
172E..pool203,18450
172F..pool540,79744
172G..pool540,131580
172H..pool540,121428
172I..pool540,70694
172J..pool540,37060
172K..pool220,33928
1730A..pool847,20458
1730B..pool847,30824
1730C..pool847,4226
1730D..pool847,69026
1730E..pool847,76900
1731A..pool847,25566
1731B..pool847,22762
1731C..pool847,4736
1731E..pool847,16892
1731F..pool847,41746
1731G..pool847,63870
1731H..pool847,93792
1731I..pool847,3066
1731J..pool847,24918
1731K..pool847,30940
1731L..pool914,99652
1731M..pool914,52594
1734A..pool847,19858
1734AA..pool860,623678
1734B..pool847,66644
1734BB..pool860,120798
1734C..pool847,1100
1734D..pool847,80882
1734E..pool847,38466
1734F..pool847,73946
1734G..pool847,32460
1734H..pool847,51600
1734I..pool847,87748
1734K..pool847,14906
1734L..pool847,4736
1734N..pool847,52590
1734O..pool847,8216
1734P..pool847,2502
1734Q..pool847,23080
1734S..pool860,495878
1734T..pool860,135928
1734U..pool860,169432
1734V..pool860,583566
1734W..pool860,56036
1734X..pool860,38552
1734Y..pool860,678226
1734Z..pool860,245250
1736A..pool847,20624
1736B..pool847,13868
1736C..pool847,108488
1736D..pool847,12298
1736E..pool847,11974
173A..pool540,126454
173B..pool540,85494
173C..pool540,101860
173D..pool553,674594
173E..pool540,77762
173F..pool540,92104
1745A..pool939,22848
1745B..pool939,76566
1745C..pool939,62430
1745D..pool939,125224
174A..pool480,7574
1751A..pool847,40620
1751AA..pool896,178732
1751BB..pool896,279856
1751C..pool847,69436
1751CC..pool896,61396
1751D..pool847,122266
1751DD..pool896,149820
1751E..pool847,31376
1751EE..pool896,94978
1751FF..pool896,140736
1751GG..pool896,224386
1751HH..pool896,11528
1751II..pool896,219498
1751Q..pool860,296904
1751R..pool860,648804
1751S..pool860,136224
1751T..pool860,232248
1751U..pool860,664402
1751W..pool860,166360
1751X..pool860,83214
1751Y..pool896,178408
1751Z..pool896,197034
1755A..pool848,277680
1755B..pool848,157278
1755C..pool848,62748
1755D..pool848,149018
1755E..pool848,27232
1755F..pool848,122470
1755G..pool848,53782
1755H..pool866,18798
1755I..pool866,25252
1755J..pool866,50004
1755K..pool866,22366
1755L..pool866,9262
1755M..pool866,53410
1755N..pool866,23936
1757A..pool848,44950
1757B..pool848,260406
1757C..pool848,63276
1757D..pool848,127462
1757E..pool848,148662
1757F..pool861,131014
1757G..pool861,88124
1757H..pool861,29768
1757I..pool861,87216
1757J..pool861,28792
1757K..pool861,222030
1757L..pool861,132064
1757M..pool861,54520
1757N..pool861,273156
1757O..pool861,76562
1757P..pool861,80846
1757Q..pool861,132802
1757R..pool861,106086
1757S..pool861,262512
1757T..pool861,197492
1757U..pool861,182816
1757V,117396
1758A..pool866,40718
1758B..pool866,31298
1758C..pool866,6786
1758D..pool866,10092
1758E..pool866,62780
1758H..pool866,48012
1759A..pool914,58724
1759D..pool914,91392
175A..pool540,108790
175B..pool540,43360
175C..pool540,105750
175D..pool540,108198
1760A..pool866,26704
1760B..pool866,19022
1760C..pool866,77976
1760D..pool866,14742
1760E..pool866,38540
1760F..pool867,197364
1760G..pool867,96632
1760H..pool867,31626
1760I..pool867,119808
1760J..pool867,21496
1760K..pool867,191344
1760L..pool867,62418
1760M..pool867,22184
1760N..pool867,159608
1766A..pool861,305618
1766B..pool861,109014
1766C..pool861,123274
1766D..pool861,213220
1766F..pool861,44808
1766G..pool861,115124
1766H..pool861,16614
1766I..pool861,234452
1766J..pool861,167406
1766K..pool861,46970
1766L..pool861,149816
1766M..pool861,194246
1766N..pool861,121734
1766O..pool861,246390
1772A..pool861,46202
1772B..pool861,198846
1772D..pool861,118510
1772E..pool861,265010
1772F..pool861,197232
1772G..pool861,44940
1772H..pool861,124970
1772I..pool861,111816
1772J..pool861,115856
1772K..pool861,132978
1772L..pool861,8802
1772M..pool861,171132
1772N..pool861,188978
1772O,28158
1773A..pool870,248694
1773B..pool861,225766
1773C..pool861,122922
1773D..pool861,151440
1773E..pool861,259208
1773F..pool861,163900
1773G..pool861,274048
1773H..pool861,70378
1773I..pool862,210970
1773J..pool862,78692
1773K..pool862,44560
1773L..pool862,69672
1773M..pool862,205408
1773N..pool862,188368
1773O..pool862,257138
1773P..pool862,28034
1776A..pool867,37742
1776B..pool867,29272
1776C..pool867,76588
1776D..pool867,48834
1776E..pool867,142228
1776F..pool867,151756
1776G..pool867,160960
1776H..pool867,211806
1776I..pool867,97786
1776J..pool914,113964
1776K..pool914,133756
1776L..pool914,31974
1777A..pool867,80296
1777B..pool867,176850
1777C..pool867,167158
1777D..pool867,16452
1777E..pool867,198160
1777F..pool867,81900
1777G..pool867,132148
1777H..pool867,134310
1777I..pool867,24258
1777J..pool914,50564
1777K..pool914,105888
